City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
476,Shaowu,CN,27.3409,117.4831,60.12,87,100,1.01,overcast clouds
477,Leeton,AU,-34.5667,146.4,53.6,66,74,6.91,broken clouds
478,Jam Sahib,PK,26.2958,68.6292,93.2,31,0,4.61,haze
479,San Ignacio,BZ,17.1561,-89.0714,84.0,83,0,6.91,clear sky
480,Baijiantan,CN,45.6333,85.1833,61.97,33,89,10.6,overcast clouds
481,Novyy Urengoy,RU,66.0833,76.6333,31.05,92,61,18.23,broken clouds
482,Mazatlan,MX,23.2167,-106.4167,77.0,73,75,4.23,broken clouds
483,Buraydah,SA,26.326,43.975,96.8,20,75,4.61,broken clouds
484,Tabou,CI,4.423,-7.3528,84.18,75,70,8.81,light rain
485,Okhotsk,RU,59.3833,143.3,7.79,86,22,4.94,few clouds
486,Dongsheng,CN,39.8161,109.9776,46.83,69,33,11.83,scattered clouds
487,Beloha,MG,-25.1667,45.05,77.32,69,100,11.81,overcast clouds
488,Mahajanga,MG,-15.7167,46.3167,87.8,66,20,3.44,few clouds
489,Port-Cartier,CA,50.0334,-66.8654,50.0,66,100,5.75,overcast clouds
490,Jacareacanga,BR,-6.2222,-57.7528,87.8,70,20,5.75,few clouds
491,Kijang,KR,35.2442,129.2139,48.2,57,20,11.5,few clouds
492,Zwedru,LR,6.0667,-8.1281,90.25,54,98,1.25,overcast clouds
493,Letlhakeng,BW,-24.0944,25.0298,84.69,22,1,9.78,clear sky
494,Auki,SB,-8.7676,160.7034,76.59,87,100,4.68,overcast clouds
495,La Ronge,CA,55.1001,-105.2842,24.8,74,16,6.91,few clouds
496,Noshiro,JP,40.2039,140.0242,40.26,65,96,12.66,overcast clouds
497,Chico,US,39.7285,-121.8375,53.01,50,20,6.91,few clouds
498,Denpasar,ID,-8.65,115.2167,82.4,89,20,3.44,few clouds
499,Numan,NG,9.4667,12.0333,108.61,8,100,3.31,overcast clouds
500,Najran,SA,17.4924,44.1277,93.2,10,0,9.22,clear sky
501,Ust-Omchug,RU,61.15,149.6333,-12.75,99,50,2.55,scattered clouds
502,Pemangkat,ID,1.1667,108.9667,79.0,75,7,7.29,clear sky
503,Krasnoarmeysk,RU,51.0239,45.6969,34.0,96,100,14.0,moderate rain
504,Churapcha,RU,62.0025,132.4325,18.72,97,100,3.74,overcast clouds
505,Ranong,TH,9.9658,98.6348,79.14,82,7,2.68,clear sky
506,Sakakah,SA,29.9697,40.2064,89.6,9,0,13.8,clear sky
507,Eisenerz,AT,47.5333,14.8833,57.2,30,75,11.5,broken clouds
508,Axim,GH,4.8699,-2.2405,85.95,70,79,9.1,light rain
509,Idrinskoye,RU,54.3708,92.1358,27.77,95,26,4.9,scattered clouds
510,Les Cayes,HT,18.2,-73.75,81.19,70,86,8.12,overcast clouds
511,Tura,IN,25.5198,90.2201,72.82,59,100,5.17,overcast clouds
512,Rudnogorsk,RU,57.2639,103.7519,18.73,86,11,5.82,few clouds
513,Koraput,IN,18.8167,82.7167,75.96,48,87,2.75,overcast clouds
514,Beni Suef,EG,29.0731,31.0979,77.4,25,0,21.45,clear sky
515,East Wenatchee Bench,US,47.4257,-120.2812,39.99,56,1,2.13,clear sky
516,Villazon,BO,-22.0866,-65.5942,58.33,53,92,4.61,overcast clouds
517,Vestmannaeyjar,IS,63.4427,-20.2734,30.13,58,3,16.06,clear sky
518,Balkhash,KZ,46.844,74.9804,52.11,48,14,5.17,few clouds
519,Bayir,TR,37.2687,28.2167,55.4,28,20,23.02,few clouds
520,Ray,IN,23.6833,85.05,66.2,94,90,4.61,overcast clouds
521,Klichka,RU,50.4457,117.996,46.27,32,54,6.8,broken clouds
522,Miri,MY,4.4148,114.0089,80.6,89,40,2.3,scattered clouds
523,Teahupoo,PF,-17.8333,-149.2667,77.0,73,75,9.91,light rain
524,Ixtapa,MX,20.7,-105.2,77.0,78,1,3.02,clear sky
525,Itaituba,BR,-4.2761,-55.9836,86.0,70,40,11.5,scattered clouds
526,Necochea,AR,-38.5473,-58.7368,71.01,71,74,1.01,broken clouds
527,Eskilstuna,SE,59.3666,16.5077,46.4,57,75,20.71,broken clouds
528,Urumqi,CN,43.801,87.6005,60.8,33,0,6.71,clear sky
529,Bor,RU,56.3567,44.0669,44.6,49,40,6.71,scattered clouds
530,Cockburn Town,TC,21.4612,-71.1419,75.47,65,73,14.79,broken clouds
531,Diffa,NE,13.3154,12.6113,105.06,4,21,10.07,few clouds
532,Marovoay,MG,-16.1,46.6333,87.8,66,20,3.44,few clouds
533,Guanajuato,MX,21.0186,-101.2591,69.8,28,1,7.11,clear sky
534,Novikovo,RU,51.1537,37.8879,47.84,42,100,4.81,overcast clouds
535,Krasavino,RU,60.9614,46.4814,36.54,80,25,6.78,scattered clouds
536,Salalah,OM,17.0151,54.0924,82.4,74,20,9.22,few clouds
537,Beidao,CN,34.5686,105.8933,50.05,85,100,2.93,moderate rain
538,Simplicio Mendes,BR,-7.8539,-41.9103,94.41,29,95,9.93,overcast clouds
539,Taoudenni,ML,22.6783,-3.9836,99.68,8,11,11.83,few clouds
540,Quatre Cocos,MU,-20.2078,57.7625,78.01,94,75,12.66,moderate rain
541,Dungarpur,IN,23.8333,73.7167,89.82,6,0,1.32,clear sky
542,Derbent,RU,42.0678,48.2899,58.89,72,77,8.55,broken clouds
543,Chervishevo,RU,56.9464,65.4278,42.8,70,0,6.71,clear sky
544,Port Lincoln,AU,-34.7333,135.8667,61.84,62,100,13.53,overcast clouds
545,Lohja,FI,60.2486,24.0653,37.0,98,100,11.99,light snow
546,Kpandu,GH,6.9954,0.2931,91.99,52,100,7.7,overcast clouds
547,Kralendijk,BQ,12.15,-68.2667,84.2,70,75,14.97,broken clouds
548,Cururupu,BR,-1.8283,-44.8683,82.94,82,63,8.43,broken clouds
549,Newtownards,GB,54.5924,-5.6909,43.0,70,75,9.22,broken clouds
550,Gambela,ET,8.25,34.5833,100.47,19,57,5.48,broken clouds
551,Bocana,PH,10.0116,122.7217,80.65,73,83,4.05,light rain
552,Mtambile,TZ,-5.3833,39.7,81.39,76,18,13.18,few clouds
553,Catuday,PH,16.2923,119.8062,78.49,76,14,5.44,few clouds
554,Makanya,TZ,-4.3667,37.8333,78.03,70,58,5.3,light rain
555,Ashtian,IR,34.5217,50.0019,61.61,29,98,15.46,overcast clouds
556,Saint Joseph,US,39.7686,-94.8466,57.2,62,1,6.91,clear sky
557,Garowe,SO,8.4054,48.4845,86.23,12,4,7.45,clear sky
558,Dzhankoy,UA,45.7167,34.4,49.17,37,100,8.3,overcast clouds
559,Kutahya,TR,39.4242,29.9833,39.99,60,75,21.85,broken clouds
560,Matagami,CA,49.7502,-77.6328,55.4,62,1,9.22,clear sky
561,Coffs Harbour,AU,-30.3,153.1333,69.8,73,0,10.36,clear sky
562,Nedryhayliv,UA,50.834,33.8763,46.29,46,83,4.85,broken clouds
563,Kaa-Khem,RU,51.6833,94.7333,40.5,56,100,6.26,overcast clouds
564,Acoyapa,NI,11.9703,-85.1711,82.4,69,40,4.61,scattered clouds
565,Dunmore Town,BS,25.5,-76.65,72.81,61,8,10.49,clear sky
566,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,84.06,63,100,12.91,overcast clouds
567,Gerash,IR,27.6652,54.1371,89.6,12,0,9.22,clear sky
568,Uray,RU,60.1247,64.7758,36.54,98,100,7.65,overcast clouds
569,Corrales,US,35.2378,-106.6067,60.01,14,1,28.77,clear sky
570,Dunedin,NZ,-45.8742,170.5036,52.0,95,100,1.99,overcast clouds
571,Korhogo,CI,9.45,-5.6333,104.43,14,33,6.91,scattered clouds
572,Mayo,US,38.8876,-76.5119,55.0,94,90,8.05,overcast clouds
573,Parkes,AU,-33.1333,148.1833,59.0,69,38,4.81,scattered clouds
574,Ferme-Neuve,CA,46.7001,-75.4493,62.6,48,9,11.5,clear sky
575,San Cristobal,VE,7.7669,-72.225,84.2,45,75,17.27,broken clouds
576,Santa Cruz,BO,-17.8,-63.1667,82.4,83,75,13.8,broken clouds
577,Saint-Paul,RE,-21.0096,55.2707,80.01,83,90,11.5,light rain
578,Raudeberg,NO,61.9875,5.1352,37.99,79,100,17.27,overcast clouds
579,Mortka,RU,59.3322,66.0214,35.83,96,95,5.59,overcast clouds
580,Jaru,BR,-10.4389,-62.4664,76.33,93,100,2.44,overcast clouds
581,Ipatovo,RU,45.7181,42.9036,43.79,83,100,12.73,light rain
582,Owatonna,US,44.0839,-93.226,51.01,93,75,2.64,light rain
583,Launceston,AU,-41.45,147.1667,45.0,87,6,9.22,clear sky
584,Gardez,AF,33.5974,69.2259,54.9,39,99,6.06,overcast clouds
585,Chulym,RU,55.0997,80.9572,33.13,85,98,11.79,overcast clouds
586,Lorengau,PG,-2.0226,147.2712,79.97,84,100,4.32,overcast clouds
587,Yokadouma,CM,3.5167,15.05,84.83,51,94,3.76,light rain
588,Narok,KE,-1.0783,35.8601,63.48,82,98,3.96,light rain
589,Chifeng,CN,42.2683,118.9636,49.15,34,4,7.02,clear sky
590,Coquimbo,CL,-29.9533,-71.3436,64.4,68,0,11.5,clear sky
591,Radevormwald,DE,51.2,7.35,54.0,58,100,3.0,overcast clouds
592,Yangjiang,CN,21.85,111.9667,68.65,75,100,5.95,overcast clouds
593,Krasnokamensk,RU,50.0979,118.0369,48.38,30,52,10.27,broken clouds
594,Porto Santo,PT,33.072,-16.3415,68.0,68,20,13.8,few clouds
595,Biri,PH,12.6833,124.3636,80.08,78,97,14.14,overcast clouds
596,Kargopol,RU,61.5071,38.9456,35.91,74,6,9.95,clear sky
597,Qui Nhon,VN,13.7667,109.2333,77.43,86,24,8.63,few clouds
598,Vetluzhskiy,RU,58.3902,45.4654,36.75,85,13,5.21,few clouds
599,Barcelos,PT,41.5388,-8.6151,66.0,77,40,11.5,scattered clouds
600,Mantena,BR,-18.7817,-40.9803,81.21,49,11,8.52,few clouds
601,Grants Pass,US,42.439,-123.3284,37.4,87,1,0.25,clear sky
602,Pizarro,CO,4.9533,-77.366,75.42,94,100,3.89,moderate rain
603,Chervona Sloboda,UA,49.3789,32.1464,47.08,43,49,6.6,scattered clouds
604,Igarka,RU,67.4667,86.5833,28.54,85,100,8.19,overcast clouds
605,Port Hardy,CA,50.6996,-127.4199,41.0,87,90,8.05,moderate rain
606,Mount Isa,AU,-20.7333,139.5,77.0,31,29,6.91,scattered clouds
607,Waingapu,ID,-9.6567,120.2641,78.04,77,79,4.94,broken clouds
608,Bichura,RU,50.5881,107.6022,32.56,70,20,2.24,few clouds
609,Dawei,MM,14.0833,98.2,77.94,89,97,2.28,overcast clouds
610,Ngunguru,NZ,-35.6167,174.5,66.99,89,100,10.0,light rain
611,Mayna,RU,54.1135,47.6231,33.67,97,100,5.26,snow
612,Copiapo,CL,-27.3667,-70.3333,64.4,72,75,16.11,broken clouds
613,Lasem,ID,-6.6922,111.4527,79.02,88,23,3.94,light rain
614,Marienburg,PL,54.0359,19.0266,53.01,37,100,17.25,overcast clouds
615,Anguillara Sabazia,IT,42.0875,12.2767,62.6,25,0,9.22,clear sky
616,Kota Belud,MY,6.351,116.4305,78.8,89,20,4.61,few clouds
617,Sao Joao Da Barra,BR,-21.6403,-41.0511,84.2,45,75,9.22,broken clouds
618,Jiangyou,CN,31.7667,104.7167,55.96,91,100,3.13,light rain
619,Luwuk,ID,-0.9516,122.7875,77.94,88,100,2.98,overcast clouds
620,Abu Dhabi,AE,24.4667,54.3667,80.6,69,0,8.05,clear sky
621,Alghero,IT,40.5589,8.3181,66.2,39,0,6.91,clear sky
622,Riyadh,SA,24.6877,46.7219,100.4,7,0,8.05,clear sky
623,Muisne,EC,0.6,-80.0333,82.4,89,20,4.61,few clouds
624,Guigue,VE,10.0853,-67.7792,84.34,61,100,1.99,overcast clouds
625,Bambanglipuro,ID,-7.95,110.2833,78.3,85,99,3.22,overcast clouds
626,Neryungri,RU,56.6709,124.6491,28.33,97,100,3.74,snow
627,Muros,ES,42.7762,-9.0603,66.0,66,100,7.92,overcast clouds
628,Igunga,TZ,-4.2833,33.8833,76.06,69,96,3.87,light rain
629,Kallupatti,IN,9.7167,77.8667,86.0,58,13,8.05,few clouds
630,Tarko-Sale,RU,64.9225,77.785,30.94,92,100,15.43,overcast clouds
631,Bathsheba,BB,13.2167,-59.5167,84.2,58,40,17.27,scattered clouds
632,San Jose,US,37.3394,-121.895,50.0,76,75,6.91,broken clouds
633,Kishi,NG,9.0833,3.85,94.71,33,100,8.63,light rain
634,Gamba,GA,-2.65,10.0,82.49,73,90,8.99,overcast clouds
635,Peringat,MY,6.0333,102.2833,82.4,78,20,3.44,few clouds
636,Strezhevoy,RU,60.7333,77.5889,39.2,60,0,8.95,clear sky
637,Balabac,PH,7.9868,117.0645,80.74,74,87,9.55,overcast clouds
638,Contamana,PE,-7.3333,-75.0167,86.41,63,100,1.63,overcast clouds
639,Nang Rong,TH,14.6377,102.7914,86.0,87,65,7.16,broken clouds
640,Urucui,BR,-7.2294,-44.5561,91.24,42,99,10.54,overcast clouds
641,Tevriz,RU,57.509,72.4042,36.14,92,100,6.53,overcast clouds
642,Ust-Nera,RU,64.5667,143.2,11.44,96,100,4.36,light snow
643,Celestun,MX,20.8667,-90.4,83.12,65,6,10.8,clear sky
644,Villa Bruzual,VE,9.3328,-69.1208,88.16,52,100,4.27,overcast clouds
645,Misratah,LY,32.3754,15.0925,60.85,56,6,15.75,clear sky
646,Kirakira,SB,-10.4544,161.9205,78.98,82,100,8.7,overcast clouds
647,Kamenka,RU,51.3223,42.7678,48.0,52,92,11.34,overcast clouds
648,Burns Lake,CA,54.2331,-125.7533,28.4,74,97,5.75,overcast clouds
649,San Jeronimo,PE,-11.9472,-75.2829,55.51,66,100,1.74,overcast clouds
650,Galle,LK,6.0367,80.217,80.82,76,1,4.76,clear sky
651,Erdaojiang,CN,41.7764,126.0319,41.07,27,0,1.79,clear sky
652,Tessalit,ML,20.1986,1.0114,99.03,5,0,10.94,clear sky
653,Sawtell,AU,-30.3833,153.1,69.8,73,0,10.36,clear sky
654,Sishui,CN,35.6489,117.2758,60.12,51,100,4.34,light rain
655,Norfolk,US,42.1668,-71.2495,64.0,48,1,3.44,clear sky
656,Kushiro,JP,42.975,144.3747,33.71,64,100,10.58,overcast clouds
657,Chapais,CA,49.7834,-74.8492,48.2,76,90,6.91,overcast clouds
658,Zherdevka,RU,51.8486,41.4606,46.4,48,100,8.12,overcast clouds
659,Baruun-Urt,MN,46.6806,113.2792,49.73,24,82,14.16,broken clouds
660,Urucara,BR,-2.5364,-57.76,87.91,57,99,4.45,overcast clouds
661,Laranjal Paulista,BR,-23.0497,-47.8367,79.03,48,4,6.89,clear sky
662,Tamiahua,MX,21.2667,-97.45,80.19,75,20,2.1,few clouds
663,Graciano Sanchez,MX,23.9167,-99.2833,78.8,65,1,18.41,clear sky
664,Xichang,CN,27.8964,102.2634,63.54,59,73,3.24,broken clouds
665,Ikalamavony,MG,-21.15,46.5833,71.29,71,100,5.3,light rain
666,Khasan,RU,42.4308,130.6434,38.91,67,0,1.16,clear sky
667,Basoko,CD,1.2391,23.616,79.95,62,100,4.92,overcast clouds
668,Reporoa,NZ,-38.4333,176.35,63.0,94,100,3.71,light rain
669,Ramona,US,33.0417,-116.8681,59.0,93,1,3.44,clear sky
670,Tungor,RU,53.3808,142.9564,14.41,95,10,7.81,clear sky
671,Katangli,RU,51.7102,143.2326,13.95,96,36,7.18,scattered clouds
672,Kang,BW,-23.6752,22.7876,84.38,21,1,9.44,clear sky
673,Talakan,RU,50.3167,130.3667,34.48,59,2,2.8,clear sky
674,Kidal,ML,18.4411,1.4078,100.99,4,0,7.16,clear sky
675,Tawau,MY,4.2498,117.8871,77.0,94,20,2.3,few clouds
676,Abaete,BR,-19.16,-45.4458,71.46,62,99,6.02,overcast clouds
677,Opuwo,NA,-18.0607,13.84,85.68,26,5,12.71,clear sky
678,Hervey Bay,AU,-25.2986,152.8535,75.0,92,15,3.0,few clouds
679,Yulara,AU,-25.2406,130.9889,80.6,22,34,11.5,scattered clouds
680,Novaya Bryan,RU,51.7159,108.2691,37.4,56,20,11.18,few clouds
681,Sao Desiderio,BR,-12.3633,-44.9733,89.29,37,83,9.42,broken clouds
682,Bamako,ML,12.65,-8.0,107.6,5,0,9.22,clear sky
683,Curico,CL,-34.9833,-71.2333,62.01,82,75,9.22,haze
684,Derzhavinsk,KZ,51.1,66.3167,39.31,90,8,7.76,clear sky
685,Shubarkuduk,KZ,49.1447,56.4872,57.87,53,78,16.08,broken clouds
686,Moerai,PF,-22.4333,-151.3333,77.68,71,100,11.3,overcast clouds
687,Upata,VE,8.0086,-62.3989,82.99,78,73,1.01,broken clouds
688,Zhezkazgan,KZ,47.8043,67.7144,59.4,46,16,2.51,few clouds
689,Sembe,CG,1.6481,14.5806,87.53,52,81,0.87,broken clouds
690,Comodoro Rivadavia,AR,-45.8667,-67.5,53.6,87,40,2.3,scattered clouds
691,Vezirkopru,TR,41.1436,35.4547,37.4,75,75,16.11,light rain
692,Tiznit,MA,29.5833,-9.5,63.68,58,100,11.63,overcast clouds
693,Bonavista,CA,48.6499,-53.1147,41.0,100,100,8.05,light rain
694,Koutsouras,GR,35.0339,25.9469,57.0,34,6,35.68,clear sky
695,Montepuez,MZ,-13.1256,38.9997,72.72,85,53,4.12,broken clouds
696,Emerald,AU,-23.5333,148.1667,71.6,49,40,3.44,light rain
697,Mindelo,CV,16.8901,-24.9804,78.8,53,20,24.16,few clouds
698,Santiago Del Estero,AR,-27.7951,-64.2615,84.76,54,91,10.8,overcast clouds
699,Manono,CD,-7.3,27.4167,73.11,88,100,3.18,overcast clouds
700,Griffith,US,41.5284,-87.4237,57.99,77,90,17.27,overcast clouds
701,Si Racha,TH,13.1737,100.9311,88.0,99,95,8.32,overcast clouds
702,Shebunino,RU,46.4339,141.8603,30.94,77,94,12.26,overcast clouds
703,Nouakchott,MR,18.0858,-15.9785,91.4,21,0,13.8,clear sky
704,Vryheid,ZA,-27.7695,30.7917,74.05,49,0,6.13,clear sky
705,Kerrville,US,30.0474,-99.1403,70.0,83,90,10.36,haze
706,Nakusp,CA,50.2499,-117.8023,33.8,75,99,1.14,overcast clouds
707,Williston,US,48.147,-103.618,39.0,63,87,10.0,overcast clouds
708,Jiaojiang,CN,28.6803,121.4428,50.0,68,0,1.01,light rain
709,Rivera,UY,-30.9053,-55.5508,85.33,45,100,15.21,overcast clouds
710,Mana,GF,5.6592,-53.7767,74.19,95,100,9.75,overcast clouds
711,Santa Maria,BR,-29.6842,-53.8069,87.8,48,20,9.22,few clouds
712,Onega,RU,63.9061,38.1404,35.17,70,4,11.79,clear sky
713,Sola,VU,-13.8833,167.55,80.87,74,100,10.56,overcast clouds
714,Tottori,JP,35.5,134.2333,40.62,64,52,4.05,broken clouds
